yearcombine,idplayer,namefirst,namelast,nameplayer,slugposition,heightwoshoesinches,heightwoshoes,weightlbs,wingspaninches,wingspan,reachstandinginches,reachstandingo,verticalleapstandinginches,verticalleapmaxinches,timelaneagility,timethreequartercourtsprint,repsbenchpress135
2001,2124,Malik,Allen,Malik Allen,PF-C,80.25,6' 8.25'',271.0,86.5,7' 2.5'',109.0,9' 1'',25.5,29.0,11.83,3.38,13.0
2001,12019,Harold,Arceneaux,Harold Arceneaux,SG-SF,76.5,6' 4.5'',219.0,80.5,6' 8.5'',103.0,8' 7'',,29.0,13.8,,0.0
2001,12020,Lamont,Barnes,Lamont Barnes,PF-C,80.5,6' 8.5'',235.5,87.5,7' 3.5'',108.0,9' 0'',28.0,29.5,12.3,3.4,10.0
2001,12131,Mario,Bland,Mario Bland,PF,77.5,6' 5.5'',287.0,84.0,7' 0'',103.0,8' 7'',27.0,31.0,13.04,3.47,15.0
2001,2056,Primoz,Brezec,Primoz Brezec,C,84.75,7' 0.75'',243.0,86.0,7' 2'',110.0,9' 2'',26.0,29.5,11.53,3.55,
2001,2081,Ernest,Brown,Ernest Brown,C,82.0,6' 10'',222.5,85.25,7' 1.25'',109.5,9' 1.5'',,,,,2.0
2001,2049,Speedy,Claxton,Speedy Claxton,PG,70.5,5' 10.5'',166.0,72.0,6' 0'',94.5,7' 10.5'',36.0,42.5,10.48,3.06,6.0
2001,12132,Eric,Coley,Eric Coley,SG-SF,76.0,6' 4'',205.0,83.0,6' 11'',102.0,8' 6'',35.0,38.0,11.4,3.15,10.0
2001,12133,Ed,Cota,Ed Cota,PG,72.25,6' 0.25'',189.0,76.0,6' 4'',96.5,8' 0.5'',26.5,33.5,10.98,3.24,1.0
2001,12134,Schea,Cotton,Schea Cotton,SF,76.25,6' 4.25'',219.5,79.0,6' 7'',100.0,8' 4'',34.0,38.0,11.55,3.0,19.0
2001,2037,Jamal,Crawford,Jamal Crawford,PG-SG,76.5,6' 4.5'',175.0,82.0,6' 10'',102.5,8' 6.5'',,,,,0.0
2001,12017,Caswell,Cyrus,Caswell Cyrus,PF,79.75,6' 7.75'',220.5,86.0,7' 2'',107.5,8' 11.5'',33.5,37.5,12.12,3.16,18.0
2001,2064,Khalid,El-Amin,Khalid El-Amin,PG,69.0,5' 9'',200.0,73.5,6' 1.5'',93.0,7' 9'',27.5,32.0,10.59,3.32,6.0
2001,12018,Vassil,Evtimov,Vassil Evtimov,PF,81.75,6' 9.75'',262.0,82.5,6' 10.5'',106.5,8' 10.5'',21.0,28.5,11.75,3.52,13.0
2001,2238,Antonis,Fotsis,Antonis Fotsis,SF,81.25,6' 9.25'',219.0,80.5,6' 8.5'',106.0,8' 10'',27.0,30.0,11.6,3.44,2.0
2001,2109,Eddie,Gill,Eddie Gill,PG,71.75,5' 11.75'',176.0,76.0,6' 4'',93.0,7' 9'',35.0,38.5,11.12,3.18,13.0
2001,12135,Ceedric,Goodwyn,Ceedric Goodwyn,SF-PF,78.0,6' 6'',238.0,82.0,6' 10'',104.5,8' 8.5'',,,,,
2001,12136,Marcus,Goree,Marcus Goree,SF-PF,79.5,6' 7.5'',239.0,84.5,7' 0.5'',105.5,8' 9.5'',29.5,33.5,12.0,3.25,13.0
2001,12137,A.J.,Granger,A.J. Granger,SF,79.5,6' 7.5'',227.0,81.5,6' 9.5'',103.0,8' 7'',30.0,34.0,10.73,3.25,20.0
2001,2062,A.J.,Guyton,A.J. Guyton,PG-SG,72.75,6' 0.75'',175.0,75.75,6' 3.75'',97.5,8' 1.5'',33.0,37.5,10.55,3.22,9.0
2001,2110,Ron,Hale,Ron Hale,SG-SF,79.5,6' 7.5'',202.0,83.0,6' 11'',104.5,8' 8.5'',29.5,34.5,12.58,3.2,11.0
2001,2078,Jason,Hart,Jason Hart,PG,73.75,6' 1.75'',181.0,78.0,6' 6'',97.5,8' 1.5'',29.5,33.5,11.7,3.34,9.0
2001,2051,Donnell,Harvey,Donnell Harvey,PF,79.25,6' 7.25'',220.0,84.5,7' 0.5'',105.5,8' 9.5'',33.0,32.5,11.23,,15.0
2001,12138,Johnny,Hemsley,Johnny Hemsley,SG-SF,74.75,6' 2.75'',200.0,80.0,6' 8'',100.5,8' 4.5'',31.5,35.0,11.5,3.19,5.0
2001,12139,Michael,Hermon,Michael Hermon,SG-PG,74.75,6' 2.75'',195.0,78.25,6' 6.25'',98.5,8' 2.5'',29.0,33.0,11.79,3.25,0.0
2001,2083,Cory,Hightower,Cory Hightower,SG-SF,77.5,6' 5.5'',183.0,83.0,6' 11'',101.5,8' 5.5'',29.5,34.5,11.92,3.37,0.0
2001,12140,Shaheen,Holloway,Shaheen Holloway,PG,69.5,5' 9.5'',174.0,70.0,5' 10'',91.0,7' 7'',,,11.22,3.32,6.0
2001,2067,Eddie,House,Eddie House,SG-PG,71.75,5' 11.75'',176.5,75.5,6' 3.5'',95.0,7' 11'',29.5,38.5,11.12,3.27,5.0
2001,2111,Jimmie,Hunter,Jimmie Hunter,SG-PG,75.0,6' 3'',170.0,80.0,6' 8'',100.0,8' 4'',29.0,36.0,11.23,3.35,0.0
2001,12141,Jacob,Jaacks,Jacob Jaacks,PF,81.25,6' 9.25'',238.0,83.0,6' 11'',105.5,8' 9.5'',26.0,32.0,11.48,3.58,3.0
2001,2060,Marko,Jaric,Marko Jaric,SG-SF,78.5,6' 6.5'',210.0,81.0,6' 9'',104.0,8' 8'',27.5,33.0,11.32,3.28,
2001,12142,Nate,Johnson,Nate Johnson,SF,78.5,6' 6.5'',211.5,80.5,6' 8.5'',104.0,8' 8'',27.0,33.5,11.9,3.33,13.0
2001,12143,Kenyon,Jones,Kenyon Jones,PF-C,81.0,6' 9'',282.0,85.0,7' 1'',108.0,9' 0'',28.5,30.0,12.44,3.6,20.0
2001,2077,Mark,Karcher,Mark Karcher,SG,76.0,6' 4'',218.0,80.0,6' 8'',102.5,8' 6.5'',27.5,30.5,11.51,3.4,12.0
2001,12144,Brandon,Kurtz,Brandon Kurtz,PF-C,81.5,6' 9.5'',257.0,83.25,6' 11.25'',106.5,8' 10.5'',,,,,7.0
2001,2061,Dan,Langhi,Dan Langhi,SF,81.0,6' 9'',197.5,80.0,6' 8'',104.0,8' 8'',31.0,34.5,10.85,3.24,12.0
2001,2090,Justin,Love,Justin Love,PG-SG,73.5,6' 1.5'',205.5,76.5,6' 4.5'',97.5,8' 1.5'',31.0,38.5,10.99,3.31,24.0
2001,2058,Mark,Madsen,Mark Madsen,PF,80.0,6' 8'',236.5,84.5,7' 0.5'',104.5,8' 8.5'',30.5,33.5,12.12,3.46,13.0
2001,2082,Dan,McClintock,Dan McClintock,C-PF,83.0,6' 11'',250.0,85.5,7' 1.5'',107.0,8' 11'',33.0,35.0,11.52,3.33,20.0
2001,2087,Pete,Mickeal,Pete Mickeal,SG-SF,77.0,6' 5'',222.0,81.5,6' 9.5'',103.5,8' 7.5'',28.0,34.5,10.83,3.06,8.0
2001,12145,Brian,Montonati,Brian Montonati,PF,80.75,6' 8.75'',215.0,82.5,6' 10.5'',106.0,8' 10'',25.0,29.0,11.85,3.53,5.0
2001,2508,Gabe,Muoneke,Gabe Muoneke,PF-SF,78.25,6' 6.25'',244.0,84.5,7' 0.5'',105.0,8' 9'',30.5,34.0,11.0,3.4,22.0
2001,12146,Ndongo,N'diaye,Ndongo N'diaye,C,83.5,6' 11.5'',208.0,87.5,7' 3.5'',112.5,9' 4.5'',24.5,27.5,13.16,3.69,4.0
2001,2059,Eduardo,Najera,Eduardo Najera,PF-SF,78.5,6' 6.5'',234.5,83.5,6' 11.5'',104.5,8' 8.5'',28.0,35.0,11.38,3.45,15.0
2001,12147,Matthew,Nielsen,Matthew Nielsen,PF,81.0,6' 9'',223.0,82.5,6' 10.5'',106.0,8' 10'',26.0,29.0,11.28,3.35,3.0
2001,2084,Chris,Porter,Chris Porter,SF-PF,77.5,6' 5.5'',214.0,81.5,6' 9.5'',103.5,8' 7.5'',28.5,35.0,10.93,3.2,6.0
2001,2068,Lavor,Postell,Lavor Postell,SG,76.5,6' 4.5'',205.0,80.5,6' 8.5'',101.5,8' 5.5'',33.5,36.5,11.79,3.3,17.0
2001,2080,Igor,Rakocevic,Igor Rakocevic,PG,74.5,6' 2.5'',184.0,77.25,6' 5.25'',100.0,8' 4'',27.5,34.0,10.4,3.1,9.0
2001,12148,Reed,Rawlings,Reed Rawlings,SG-SF,78.25,6' 6.25'',218.0,81.25,6' 9.25'',104.0,8' 8'',28.5,33.5,11.1,3.27,13.0
2001,2072,Michael,Redd,Michael Redd,SG-SF,76.75,6' 4.75'',214.0,81.0,6' 9'',102.0,8' 6'',27.0,31.0,12.06,3.34,12.0
2001,12149,Damon,Reed,Damon Reed,PF-C,80.5,6' 8.5'',228.0,81.5,6' 9.5'',104.5,8' 8.5'',27.5,31.5,11.21,3.31,4.0
2001,12021,Aubrey,Reese,Aubrey Reese,PG,70.75,5' 10.75'',189.0,77.5,6' 5.5'',94.5,7' 10.5'',31.5,37.5,11.13,3.25,14.0
2001,2121,Terrance,Roberson,Terrance Roberson,SF,77.5,6' 5.5'',209.0,80.0,6' 8'',103.5,8' 7.5'',29.0,32.5,11.66,,11.0
2001,12022,Julius Doc,Robinson,Julius Doc Robinson,PG,72.0,6' 0'',184.0,75.75,6' 3.75'',95.5,7' 11.5'',30.0,37.5,12.54,3.41,0.0
2001,12023,Pepe,Sanchez,Pepe Sanchez,PG,75.0,6' 3'',194.0,75.5,6' 3.5'',96.0,8' 0'',26.0,31.0,11.62,3.44,8.0
2001,12024,Matt,Santangelo,Matt Santangelo,PG,72.0,6' 0'',177.0,75.0,6' 3'',94.0,7' 10'',33.5,43.0,10.66,3.06,12.0
2001,2637,Alex,Scales,Alex Scales,SG-PG,74.25,6' 2.25'',184.5,81.0,6' 9'',97.5,8' 1.5'',38.5,42.5,10.98,3.21,10.0
2001,12025,Karim,Shabazz,Karim Shabazz,C,83.5,6' 11.5'',224.0,87.0,7' 3'',111.5,9' 3.5'',24.5,28.0,12.72,3.36,2.0
2001,12026,Nick,Sheppard,Nick Sheppard,PF-C,81.5,6' 9.5'',273.0,83.0,6' 11'',107.5,8' 11.5'',23.5,25.5,12.14,3.52,18.0
2001,2065,Mike,Smith,Mike Smith,SF,78.5,6' 6.5'',198.0,80.5,6' 8.5'',103.0,8' 7'',33.0,21.0,11.32,3.22,12.0
2001,2074,Jabari,Smith,Jabari Smith,PF-C,81.75,6' 9.75'',240.5,86.5,7' 2.5'',109.5,9' 1.5'',24.5,30.0,12.45,3.43,15.0
2001,12027,Jarrett,Stephens,Jarrett Stephens,PF,77.25,6' 5.25'',258.0,81.25,6' 9.25'',103.0,8' 7'',27.0,29.0,11.98,3.46,13.0
2001,12028,Bootsy,Thornton,Bootsy Thornton,SG,75.5,6' 3.5'',194.5,78.5,6' 6.5'',101.5,8' 5.5'',26.5,31.0,12.08,3.33,7.0
2001,12029,Jaquay,Walls,Jaquay Walls,PG,73.25,6' 1.25'',165.5,74.5,6' 2.5'',96.5,8' 0.5'',28.5,35.5,10.75,3.23,0.0
2001,12030,Jameel,Watkins,Jameel Watkins,PF-C,81.5,6' 9.5'',244.5,90.0,7' 6'',110.0,9' 2'',28.0,30.5,12.38,3.45,11.0
2002,12033,Adam,Allenspach,Adam Allenspach,C,83.5,6' 11.5'',259.0,84.5,7' 0.5'',107.0,8' 11'',28.5,31.0,11.9,3.4,16.0
2002,2240,Gilbert,Arenas,Gilbert Arenas,SG,74.25,6' 2.25'',199.0,81.5,6' 9.5'',99.5,8' 3.5'',31.5,36.0,,3.25,12.0
2002,2220,Brandon,Armstrong,Brandon Armstrong,SG,75.5,6' 3.5'',188.0,81.5,6' 9.5'',99.5,8' 3.5'',30.0,37.0,10.91,3.2,6.0
2002,2203,Shane,Battier,Shane Battier,SF-PF,80.25,6' 8.25'',229.0,82.5,6' 10.5'',105.0,8' 9'',29.5,33.0,10.95,3.3,12.0
2002,12034,Cookie,Belcher,Cookie Belcher,SG-PG,75.0,6' 3'',206.0,80.5,6' 8.5'',99.0,8' 3'',35.0,41.5,11.26,2.91,7.0
2002,2294,Charlie,Bell,Charlie Bell,PG,74.5,6' 2.5'',200.0,79.5,6' 7.5'',97.5,8' 1.5'',31.5,38.0,10.59,3.12,15.0
2002,2257,Ruben,Boumtje-Boumtje,Ruben Boumtje-Boumtje,C,83.5,6' 11.5'',245.0,88.0,7' 4'',111.0,9' 3'',26.5,31.0,11.84,3.33,6.0
2002,12035,Calvin,Bowman,Calvin Bowman,PF,80.75,6' 8.75'',214.0,83.5,6' 11.5'',104.0,8' 8'',28.5,34.5,11.96,3.21,7.0
2002,2214,Michael,Bradley,Michael Bradley,PF,81.5,6' 9.5'',227.0,85.5,7' 1.5'',107.0,8' 11'',27.0,30.0,11.11,3.35,13.0
2002,2249,Jamison,Brewer,Jamison Brewer,PG,74.5,6' 2.5'',178.0,80.75,6' 8.75'',102.5,8' 6.5'',26.0,32.5,9.65,3.15,12.0
2002,2198,Kwame,Brown,Kwame Brown,PF-C,82.0,6' 10'',243.0,85.0,7' 1'',108.0,9' 0'',30.0,33.0,11.59,3.45,17.0
2002,2245,Damone,Brown,Damone Brown,SF,80.25,6' 8.25'',202.0,83.75,6' 11.75'',104.5,8' 8.5'',32.0,37.0,11.81,3.27,6.0
2002,12031,SirValiant,Brown,SirValiant Brown,PG,71.0,5' 11'',176.0,76.0,6' 4'',92.5,7' 8.5'',31.0,39.5,11.23,3.0,10.0
2002,12032,Ryan,Carroll,Ryan Carroll,SF-SG,76.0,6' 4'',202.0,80.25,6' 8.25'',99.0,8' 3'',34.5,39.0,11.0,3.1,14.0
2002,2199,Tyson,Chandler,Tyson Chandler,SF-PF,83.5,6' 11.5'',224.0,87.0,7' 3'',110.0,9' 2'',31.0,33.5,12.13,3.36,2.0
2002,2251,Eric,Chenowith,Eric Chenowith,C,85.0,7' 1'',264.0,88.0,7' 4'',111.0,9' 3'',23.5,27.5,12.5,3.59,6.0
2002,2439,Sam,Clancy,Sam Clancy,PF,78.25,6' 6.25'',242.0,86.75,7' 2.75'',107.0,8' 11'',31.0,34.0,11.47,3.13,15.0
2002,12036,Gyasi,Cline-Heard,Gyasi Cline-Heard,PF,78.25,6' 6.25'',231.0,83.5,6' 11.5'',103.0,8' 7'',31.5,34.5,11.4,3.23,11.0
2002,2260,Jarron,Collins,Jarron Collins,C-PF,81.25,6' 9.25'',252.0,87.0,7' 3'',104.0,8' 8'',23.0,29.0,11.65,3.6,10.0
2002,2215,Jason,Collins,Jason Collins,PF-C,82.25,6' 10.25'',251.0,88.5,7' 4.5'',110.0,9' 2'',25.5,28.5,12.1,3.54,8.0
2002,2241,Omar,Cook,Omar Cook,PG,71.5,5' 11.5'',189.0,77.5,6' 5.5'',92.0,7' 8'',31.0,35.5,10.77,3.2,9.0
2002,2201,Eddy,Curry,Eddy Curry,C,82.5,6' 10.5'',301.0,90.5,7' 6.5'',111.0,9' 3'',28.0,31.0,12.25,3.53,16.0
2002,12037,Tate,Decker,Tate Decker,SF,81.25,6' 9.25'',218.0,83.75,6' 11.75'',107.0,8' 11'',25.5,28.5,12.19,3.47,13.0
2002,2205,DeSagana,Diop,DeSagana Diop,C,82.0,6' 10'',314.0,90.5,7' 6.5'',113.0,9' 5'',21.5,25.5,12.37,3.56,15.0
2002,12038,Robb,Dryden,Robb Dryden,C,85.0,7' 1'',241.0,86.5,7' 2.5'',110.2,9' 2.25'',27.0,30.0,12.47,3.46,8.0
2002,2230,Maurice,Evans,Maurice Evans,SG,76.25,6' 4.25'',221.0,80.0,6' 8'',101.0,8' 5'',34.5,37.5,10.08,3.12,22.0
2002,12039,Anthony,Evans,Anthony Evans,PF,78.0,6' 6'',267.0,83.5,6' 11.5'',101.5,8' 5.5'',31.5,33.0,12.56,3.31,18.0
2002,12150,Benjamin,Eze,Benjamin Eze,C-PF,80.75,6' 8.75'',232.0,90.0,7' 6'',109.0,9' 1'',29.0,32.0,13.05,3.36,14.0
2002,2386,Kimani,Ffriend,Kimani Ffriend,C-PF,81.5,6' 9.5'',228.0,82.75,6' 10.75'',108.5,9' 0.5'',32.0,33.0,11.46,3.09,9.0
2002,2228,Alton,Ford,Alton Ford,PF,80.25,6' 8.25'',271.0,82.5,6' 10.5'',102.5,8' 6.5'',34.5,36.5,11.7,3.16,21.0
2002,2218,Joseph,Forte,Joseph Forte,SG,75.5,6' 3.5'',193.0,78.5,6' 6.5'',100.5,8' 4.5'',26.5,33.0,11.51,3.19,10.0
2002,-1,Jason,Gardner,Jason Gardner,PG,69.75,5' 9.75'',188.0,73.25,6' 1.25'',92.5,7' 8.5'',34.5,40.0,10.88,2.92,9.0
2002,12151,Jerry,Green,Jerry Green,PG-SG,73.5,6' 1.5'',179.0,78.25,6' 6.25'',99.0,8' 3'',28.5,35.0,11.7,3.17,13.0
2002,12152,Kenny,Gregory,Kenny Gregory,SF,75.5,6' 3.5'',200.0,83.25,6' 11.25'',101.0,8' 5'',39.5,45.5,11.33,3.1,10.0
2002,2204,Eddie,Griffin,Eddie Griffin,PF-SF,81.25,6' 9.25'',222.0,87.0,7' 3'',110.0,9' 2'',26.5,33.0,11.77,3.21,3.0
2002,2239,Trenton,Hassell,Trenton Hassell,SG-SF,76.25,6' 4.25'',205.0,80.0,6' 8'',99.5,8' 3.5'',35.5,37.5,11.57,3.29,12.0
2002,2213,Kirk,Haston,Kirk Haston,PF-SF,80.0,6' 8'',242.0,84.25,7' 0.25'',106.0,8' 10'',27.0,31.5,12.25,3.35,11.0
2002,12153,Charles,Hathaway,Charles Hathaway,C,80.0,6' 8'',274.0,86.0,7' 2'',107.5,8' 11.5'',,,,,
2002,2217,Brendan,Haywood,Brendan Haywood,C,83.75,6' 11.75'',266.0,90.5,7' 6.5'',113.5,9' 5.5'',27.0,28.5,12.87,3.5,17.0
2002,12154,Michael,Hicks,Michael Hicks,SG,76.0,6' 4'',197.0,81.25,6' 9.25'',100.5,8' 4.5'',33.0,40.5,11.38,3.19,13.0
2002,2212,Steven,Hunter,Steven Hunter,C-PF,82.25,6' 10.25'',224.0,88.0,7' 4'',108.0,9' 0'',30.5,38.5,11.99,3.15,11.0
2002,12155,Andre,Hutson,Andre Hutson,PF,80.25,6' 8.25'',244.0,83.75,6' 11.75'',105.5,8' 9.5'',29.0,32.5,11.25,3.3,17.0
2002,12156,Nate,James,Nate James,SF,76.75,6' 4.75'',196.0,82.75,6' 10.75'',103.0,8' 7'',26.0,31.0,11.42,3.31,23.0
2002,2210,Richard,Jefferson,Richard Jefferson,SF,79.25,6' 7.25'',223.0,84.0,7' 0'',103.0,8' 7'',33.0,38.5,11.19,3.15,14.0
2002,2798,Horace,Jenkins,Horace Jenkins,PG,71.75,5' 11.75'',171.0,77.25,6' 5.25'',97.0,8' 1'',34.5,41.0,10.97,3.1,2.0
2002,12157,Darrell,Johns,Darrell Johns,C,83.25,6' 11.25'',278.0,89.0,7' 5'',111.5,9' 3.5'',23.5,30.0,12.41,3.59,18.0
2002,2256,Ken,Johnson,Ken Johnson,C,82.75,6' 10.75'',227.0,88.0,7' 4'',109.5,9' 1.5'',32.5,35.0,11.27,3.12,13.0
2002,2207,Joe,Johnson,Joe Johnson,SF-SG,78.75,6' 6.75'',226.0,81.0,6' 9'',105.0,8' 9'',32.5,36.5,12.05,3.4,12.0
2002,12158,Darren,Kelly,Darren Kelly,SG-PG,74.0,6' 2'',178.0,78.75,6' 6.75'',100.0,8' 4'',30.5,34.5,11.38,3.21,1.0
2002,2253,Sean,Lampley,Sean Lampley,SF,77.5,6' 5.5'',213.0,81.25,6' 9.25'',101.0,8' 5'',36.0,40.0,11.06,3.12,12.0
2002,12159,Zach,Marbury,Zach Marbury,PG-SG,73.25,6' 1.25'',183.0,75.5,6' 3.5'',96.5,8' 0.5'',33.0,36.5,11.53,3.1,0.0
2002,12160,Mike,Mardesich,Mike Mardesich,C-PF,82.25,6' 10.25'',247.0,84.5,7' 0.5'',108.5,9' 0.5'',24.0,30.0,11.65,3.45,8.0
2002,12161,DeMarcus,Minor,DeMarcus Minor,SG,75.25,6' 3.25'',207.0,80.25,6' 8.25'',99.5,8' 3.5'',29.0,41.0,10.57,3.15,9.0
2002,200081,Jamario,Moon,Jamario Moon,SF,78.5,6' 6.5'',185.0,83.5,6' 11.5'',103.0,8' 7'',33.0,43.0,11.64,3.08,0.0
2002,2211,Troy,Murphy,Troy Murphy,PF,81.75,6' 9.75'',230.0,83.0,6' 11'',105.5,8' 9.5'',28.5,34.5,11.22,3.43,11.0
2002,12162,Troy,Ostler,Troy Ostler,PF-SF,80.75,6' 8.75'',200.0,85.5,7' 1.5'',106.5,8' 10.5'',26.5,29.5,13.42,3.5,2.0
2002,40046,Lazaros,Papadopoulos,Lazaros Papadopoulos,C-PF,82.25,6' 10.25'',227.0,86.5,7' 2.5'',110.5,9' 2.5'',23.0,26.0,12.0,3.7,4.0
2002,12164,Rashad,Phillips,Rashad Phillips,PG,69.0,5' 9'',166.0,73.5,6' 1.5'',92.0,7' 8'',27.0,32.0,11.93,3.27,5.0
2002,12165,Demetrius,Porter,Demetrius Porter,PG,70.75,5' 10.75'',178.0,74.75,6' 2.75'',94.0,7' 10'',26.0,31.0,11.5,3.34,5.0
2002,12166,Martin,Rancik,Martin Rancik,PF-SF,80.75,6' 8.75'',230.0,80.0,6' 8'',102.5,8' 6.5'',32.0,37.0,10.77,3.19,14.0
2002,2202,Jason,Richardson,Jason Richardson,SF-SG,76.75,6' 4.75'',213.0,83.5,6' 11.5'',102.5,8' 6.5'',32.5,39.5,11.75,3.12,15.0
2002,2369,Norman,Richardson,Norman Richardson,SG,75.5,6' 3.5'',180.0,76.5,6' 4.5'',99.0,8' 3'',30.5,35.5,10.97,3.15,2.0
2002,2219,Jeryl,Sasser,Jeryl Sasser,PG-SG,77.5,6' 5.5'',194.0,82.5,6' 10.5'',103.5,8' 7.5'',29.0,34.0,11.47,3.22,1.0
2002,12167,Kenny,Satterfield,Kenny Satterfield,PG,73.0,6' 1'',176.0,76.5,6' 4.5'',98.0,8' 2'',28.5,33.0,12.05,3.2,3.0
2002,2243,Brian,Scalabrine,Brian Scalabrine,PF-SF,80.75,6' 8.75'',241.0,81.75,6' 9.75'',105.5,8' 9.5'',27.0,30.5,11.75,3.47,14.0
2002,12168,Lee,Scruggs,Lee Scruggs,PF-SF,82.25,6' 10.25'',209.0,89.75,7' 5.75'',110.5,9' 2.5'',23.5,29.5,13.28,3.55,0.0
2002,2250,Bobby,Simmons,Bobby Simmons,SF,78.25,6' 6.25'',235.0,84.25,7' 0.25'',105.0,8' 9'',27.5,34.0,11.69,3.41,12.0
2002,2226,Will,Solomon,Will Solomon,PG-SG,71.75,5' 11.75'',172.0,81.5,6' 9.5'',99.5,8' 3.5'',28.5,35.0,11.3,3.22,4.0
2002,12169,Greg,Stevenson,Greg Stevenson,SF,75.75,6' 3.75'',215.0,84.5,7' 0.5'',102.0,8' 6'',30.0,35.5,11.29,3.23,15.0
2002,12170,Damone,Thornton,Damone Thornton,PF,78.75,6' 6.75'',235.0,85.75,7' 1.75'',103.7,8' 7.75'',33.5,37.5,11.17,3.2,19.0
2002,2224,Jamaal,Tinsley,Jamaal Tinsley,PG,72.75,6' 0.75'',199.0,79.5,6' 7.5'',97.5,8' 1.5'',28.0,37.5,11.96,3.2,1.0
2002,12171,Tory,Walker,Tory Walker,SF,78.75,6' 6.75'',187.0,83.25,6' 11.25'',104.5,8' 8.5'',28.0,33.0,11.95,3.25,7.0
2002,12172,Souleymane,Wane,Souleymane Wane,C,80.5,6' 8.5'',235.0,89.0,7' 5'',109.0,9' 1'',29.0,30.5,12.02,3.46,9.0
2002,2248,Earl,Watson,Earl Watson,PG,72.0,6' 0'',184.0,78.75,6' 6.75'',97.0,8' 1'',32.5,37.5,10.97,3.19,4.0
2002,2206,Rodney,White,Rodney White,SF,79.5,6' 7.5'',243.0,83.5,6' 11.5'',104.5,8' 8.5'',27.5,33.0,12.07,3.47,16.0
2002,2254,Loren,Woods,Loren Woods,C-PF,84.75,7' 0.75'',246.0,89.5,7' 5.5'',113.0,9' 5'',24.5,28.0,11.83,3.48,10.0
2002,12040,Brent,Wright,Brent Wright,PF-SF,79.75,6' 7.75'',236.0,85.5,7' 1.5'',105.5,8' 9.5'',23.0,29.0,12.25,3.3,19.0
2002,12041,Michael,Wright,Michael Wright,PF,79.0,6' 7'',247.0,83.5,6' 11.5'',106.5,8' 10.5'',27.5,33.5,11.37,3.21,18.0
2003,2403,Nene,,Nene ,PF,81.25,6' 9.25'',253.0,88.5,7' 4.5'',109.0,9' 1'',30.0,34.0,10.73,3.19,16.0
2003,2425,Robert,Archibald,Robert Archibald,PF-C,82.0,6' 10'',250.0,83.75,6' 11.75'',109.5,9' 1.5'',24.0,27.5,11.34,3.33,10.0
2003,2486,Maurice,Baker,Maurice Baker,PG,71.75,5' 11.75'',178.0,76.0,6' 4'',96.0,8' 0'',29.5,33.0,12.19,3.29,2.0
2003,2440,Matt,Barnes,Matt Barnes,SF,78.75,6' 6.75'',226.0,81.0,6' 9'',96.5,8' 0.5'',35.5,40.5,10.68,3.28,11.0
2003,12286,Lubos,Barton,Lubos Barton,SF-SG,78.5,6' 6.5'',221.0,84.0,7' 0'',107.0,8' 11'',25.5,31.5,11.2,3.31,14.0
2003,2437,Lonny,Baxter,Lonny Baxter,PF-C,78.25,6' 6.25'',264.0,85.5,7' 1.5'',107.5,8' 11.5'',28.0,32.5,11.77,3.21,14.0
2003,12287,Lee,Benson,Lee Benson,SF-PF,80.25,6' 8.25'',217.0,85.75,7' 1.75'',109.0,9' 1'',27.5,32.5,11.44,3.29,14.0
2003,2430,Carlos,Boozer,Carlos Boozer,PF,79.75,6' 7.75'',258.0,86.25,7' 2.25'',108.5,9' 0.5'',26.5,28.5,10.77,3.31,13.0
2003,2414,Curtis,Borchardt,Curtis Borchardt,C,82.75,6' 10.75'',238.0,86.5,7' 2.5'',112.0,9' 4'',24.0,27.0,12.56,3.63,7.0
2003,2452,J.R.,Bremer,J.R. Bremer,SG-PG,73.25,6' 1.25'',188.0,74.25,6' 2.25'',96.0,8' 0'',30.0,35.5,10.93,3.1,24.0
2003,12288,Brian,Brown,Brian Brown,PG-SG,74.5,6' 2.5'',194.0,79.0,6' 7'',99.0,8' 3'',26.0,33.0,11.43,3.29,8.0
2003,12289,Sylvere,Bryan,Sylvere Bryan,PF,81.0,6' 9'',226.0,88.5,7' 4.5'',109.5,9' 1.5'',28.5,29.5,12.03,3.2,13.0
2003,12290,Chris,Burgess,Chris Burgess,C,82.0,6' 10'',246.0,83.5,6' 11.5'',109.0,9' 1'',24.5,31.0,11.58,3.37,24.0
2003,2406,Caron,Butler,Caron Butler,SF-SG,77.25,6' 5.25'',222.0,83.5,6' 11.5'',103.5,8' 7.5'',27.0,31.0,12.15,3.33,2.0
2003,2446,Rasual,Butler,Rasual Butler,SF,78.75,6' 6.75'',198.0,84.0,7' 0'',105.5,8' 9.5'',31.5,37.5,11.54,3.29,10.0
2003,12291,Mire,Chatman,Mire Chatman,PG-SG,72.0,6' 0'',174.0,78.0,6' 6'',98.0,8' 2'',29.0,33.0,11.12,3.18,1.0
2003,12042,Chris,Christoffersen,Chris Christoffersen,C,84.75,7' 0.75'',291.0,87.5,7' 3.5'',109.0,9' 1'',28.0,31.0,12.55,3.39,13.0
2003,12043,Lenny,Cooke,Lenny Cooke,SG-SF,77.5,6' 5.5'',214.0,85.0,7' 1'',107.0,8' 11'',,,,,0.0
2003,12044,Craig,Dawson,Craig Dawson,SG-SF,75.5,6' 3.5'',200.0,78.25,6' 6.25'',102.0,8' 6'',26.0,30.0,12.06,3.25,0.0
